2019-01-18 09:26:36.400 logback [localhost-startStop-1] INFO  o.a.c.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_171\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;D:\Python3.7\Scripts\;D:\Python3.7\;D:\Python2.7\;D:\Python2.7\Scripts;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;.%JAVA_HOME%\lib;%JAVA_HOME%\lib\tools.ja;D:\Lua\5.1;D:\Lua\5.1\clibs;C:\WINDOWS\System32\OpenSSH\;D:\nodejs\;D:\Yarn\bin\;D:\SVN\bin;D:\git\cmd;C:\Users\Carol\AppData\Local\GitHubDesktop\bin;D:\Fiddle\Fiddler;D:\Python2.7\Lib\site-packages\django;D:\Python2.7\Scripts;C:\Users\Carol\AppData\Local\Microsoft\WindowsApps;C:\Users\Carol\AppData\Roaming\npm;"D:\JDK1.7\bin;D:\JDK1.7\jre\bin";D:\apache-maven-3.5.4\bin;C:\Users\Carol\AppData\Local\Yarn\bin;.]
2019-01-18 09:26:36.747 logback [localhost-startStop-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-01-18 09:26:36.748 logback [localhost-startStop-1] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 4065 ms
2019-01-18 09:26:37.070 logback [localhost-startStop-1] WARN  c.n.c.sources.URLConfigurationSource - No URLs will be polled as dynamic configuration sources.
2019-01-18 09:26:37.070 logback [localhost-startStop-1] INFO  c.n.c.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-01-18 09:26:37.081 logback [localhost-startStop-1] INFO  c.n.config.DynamicPropertyFactory - DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@724c1759
2019-01-18 09:26:39.602 logback [localhost-startStop-1] INFO  o.s.cloud.commons.util.InetUtils - Cannot determine local hostname
2019-01-18 09:26:41.599 logback [localhost-startStop-1] INFO  o.s.cloud.commons.util.InetUtils - Cannot determine local hostname
2019-01-18 09:26:42.803 logback [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2019-01-18 09:26:42.803 logback [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'webMvcMetricsFilter' to: [/*]
2019-01-18 09:26:42.803 logback [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2019-01-18 09:26:42.803 logback [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
